,Unnamed: 0,accountId,assists,champLevel,champiom,combatPlayerScore,creepsPerMinDeltas,csDiffPerMinDeltas,currentAccountId,currentPlatformId,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,gameCreation,gameDuration,gameId,gameVersion,goldEarned,goldPerMinDeltas,goldSpent,highestAchievedSeasonTier,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,map,matchHistoryUri,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,objectivePlayerScore,participantId,pentaKills,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,platformId,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,profileIcon,quadraKills,queueId,rel_assists,rel_deaths,rel_goldEarned,rel_kills,rel_longestTimeSpentLiving,rel_magicDamageDealt,rel_magicDamageDealtToChampions,rel_magicalDamageTaken,rel_neutralMinionsKilled,rel_physicalDamageDealt,rel_physicalDamageDealtToChampions,rel_physicalDamageTaken,rel_timeCCingOthers,rel_totalDamageDealt,rel_totalDamageDealtToChampions,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_totalTimeCrowdControlDealt,rel_trueDamageDealt,rel_trueDamageDealtToChampions,rel_trueDamageTaken,rel_visionScore,rel_visionWardsBoughtInGame,rel_wardsPlaced,role,season,sightWardsBoughtInGame,spell_1,spell_2,summonerId,summonerName,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas,posição,score_kmeans
5423,5423,201009223,7,16,51,0,"{'10-20': 11.1, '0-10': 8.5, '20-30': 11.3}","{'10-20': 1.9500000000000002, '0-10': 0.8000000000000003, '20-30': 1.3000000000000003}",201009223,KR,34258,18288,19723,"{'10-20': 50.00000000000003, '0-10': 6.300000000000011, '20-30': 161.95000000000005}","{'10-20': 362.3, '0-10': 217.1, '20-30': 631}",0,0,False,False,True,False,False,False,1520264104344,2057,3136047747,8.4.218.8787,15914,"{'10-20': 413.20000000000005, '0-10': 274.6, '20-30': 569.5}",14400,CHALLENGER,0,3031,3006,3072,3087,3094,1036,3363,0,0,BOTTOM,2176,0,0,0,54384,5470,6691,11,/v1/stats/player_history/KR/201009223,28,4,16,0,4,0,8021,12442,0,0,9101,6356,8926,0,9103,20,0,0,8014,329,0,0,8233,27,40,0,8236,28,0,0,8000,8200,247687,37690,9120,KR,0,0,0,0,0,0,0,0,0,0,3160,0,420,0.2413793103448276,0.0,0.24280243504264376,0.0,0.0,0.1381531817604471,0.0988828229509382,0.1488708421403938,0.1308411214953271,0.6956249438303226,0.8849910772987696,0.11132948400249026,0.21333333333333332,0.3638765370614113,0.4315356673918669,0.12329224097408605,0.1004658355807857,0.3920515574650913,0.15695952615992104,0.05123329523239791,0.2901570517804385,0.08948101014118115,0.1688888888888889,0.06896551724137931,0.125,DUO_CARRY,11,0,7,4,13965344.0,6학년4반장용준,32,306868,45026,16262,5327,365,0,0,318,3,0,4796,1866,450,8,0,38,2,15,12,True,"{'10-20': 10.749999999999972, '0-10': -29.99999999999997, '20-30': 95.75000000000006}","{'10-20': 384.2, '0-10': 310.9, '20-30': 596.6}",adc,1.3722169543833915
5424,5424,305533,6,17,31,0,"{'10-20': 6.9, '0-10': 7, '20-30': 6.1}","{'10-20': -1.6, '0-10': 1.6000000000000005, '20-30': 2.8000000000000003}",305533,KR,9809,1845,23316,"{'10-20': 100.30000000000001, '0-10': 188.8, '20-30': -466.20000000000005}","{'10-20': 796.9, '0-10': 511.5, '20-30': 976.6}",2,0,False,False,True,False,False,False,1520264104344,2057,3136047747,8.4.218.8787,13129,"{'10-20': 324.4, '0-10': 296.6, '20-30': 485.5}",11300,MASTER,0,3191,1082,3152,3111,3135,3165,3340,1,4,TOP,0,4,1,1520,121896,13725,11567,11,/v1/stats/player_history/KR/305533,31,2,17,0,5,0,8326,0,0,0,8304,9,0,0,8345,4,0,0,8347,0,0,0,9104,17,40,0,9111,1419,0,0,8300,8000,23103,1658,20245,KR,0,0,0,0,0,0,0,0,0,0,2095,0,420,0.20689655172413796,0.2857142857142857,0.20031124605220998,0.3076923076923077,0.370099829559289,0.30965578559634194,0.2481109223037709,0.2573589943263989,0.14485981308411214,0.0648844028039903,0.0389311543157697,0.2471343644331596,0.4666666666666667,0.18630192214198474,0.17187245421175207,0.2447194043882394,0.22322388397487886,0.22126745435016112,0.33267522211253703,0.12940786873337534,0.3963613745918209,0.09266255716842314,0.14222222222222222,0.06896551724137931,0.1875,SOLO,11,0,12,4,1225219.0,서른즈움에,70,157114,17933,32278,11836,206,0,0,674,1,0,12114,2549,466,0,0,32,2,3,18,True,"{'10-20': -4.400000000000006, '0-10': 43.99999999999994, '20-30': 340.2}","{'10-20': 452, '0-10': 469.59999999999997, '20-30': 574.3}",top,0.9674068176670474
5425,5425,3195278,2,15,18,0,"{'10-20': 9.7, '0-10': 7.8999999999999995, '20-30': 11}","{'10-20': -1.9500000000000002, '0-10': -0.8000000000000003, '20-30': -1.3000000000000003}",3195278,KR,6999,3428,14376,"{'10-20': -50.00000000000003, '0-10': -6.300000000000011, '20-30': -161.95000000000005}","{'10-20': 582.4, '0-10': 328.29999999999995, '20-30': 971.5}",1,0,False,False,False,False,False,False,1520264104344,2057,3136047747,8.4.218.8787,13381,"{'10-20': 429.2, '0-10': 257.1, '20-30': 431.7}",11800,DIAMOND,0,1055,3006,3094,3031,3155,3087,3363,0,1,BOTTOM,695,0,1,1457,94147,6873,9569,11,/v1/stats/player_history/KR/3195278,24,0,21,0,6,0,8021,9910,0,0,9101,1903,4417,0,9104,20,30,0,8014,266,0,0,8233,26,50,0,8236,28,0,0,8000,8200,177753,20848,12622,KR,0,0,0,0,0,0,0,0,0,0,2076,0,420,0.1176470588235294,0.07692307692307693,0.24204547510084476,0.14285714285714285,0.24130506790327924,0.2418515397815432,0.16871225882468455,0.16520778301479602,0.14035087719298245,0.4431472271044464,0.4276425098972329,0.188895540257408,0.03773584905660377,0.3484078169974246,0.3105130076914125,0.18126167333714505,0.0650795747209932,0.3812351543942993,0.15914307574598316,0.4486035128131299,0.32372241002187313,0.2465007776049767,0.1851851851851852,0.09090909090909093,0.11403508771929825,DUO_CARRY,11,0,21,4,4045465.0,Kanekii,8,287480,29350,23777,3942,321,0,0,416,1,0,15580,1628,1585,2,0,40,2,8,13,False,"{'10-20': -10.749999999999972, '0-10': 29.99999999999997, '20-30': -95.75000000000006}","{'10-20': 410.4, '0-10': 339.7, '20-30': 473.4}",adc,1.1725404872872918
5426,5426,202561023,6,14,113,0,"{'10-20': 0.9, '0-10': 0, '20-30': 1.7000000000000002}","{'10-20': -0.2, '0-10': -0.2, '20-30': 0.20000000000000007}",202561023,KR,10073,213,33062,"{'10-20': 82.89999999999992, '0-10': -89.1, '20-30': 378.19999999999993}","{'10-20': 1038.9, '0-10': 678.5, '20-30': 1527.6999999999998}",2,0,False,False,False,False,False,False,1520264104344,2057,3136047747,8.4.218.8787,9553,"{'10-20': 342.8, '0-10': 257.9, '20-30': 232.4}",9245,MASTER,0,1031,2420,1057,3083,1401,3111,3364,0,1,JUNGLE,0,0,1,1449,51104,3509,13656,11,/v1/stats/player_history/KR/202561023,122,0,92,0,7,0,8021,2147,0,0,9111,370,0,0,9105,12,50,0,8014,119,0,0,8136,14,0,0,8105,4,0,0,8000,8100,77434,7123,24453,KR,0,0,0,0,0,0,0,0,0,0,1149,0,420,0.35294117647058826,0.15384615384615385,0.1728017654613534,0.14285714285714285,0.2399801258694932,0.13127960624338514,0.08613579458981786,0.235769410058528,0.7134502923976608,0.1930468818169353,0.1461098233882382,0.3659533073929961,0.13679245283018868,0.16650325708226027,0.12351752520603887,0.2994625500285877,0.168394637786436,0.032066508313539195,0.22111706197398626,0.2547365390152605,0.20719825014913498,0.18242612752721615,0.24074074074074076,0.3181818181818182,0.2368421052631579,NONE,11,0,11,4,19615477.0,Seroum,29,137386,11675,39282,10200,27,0,0,578,1,0,8847,1042,1173,0,0,52,7,6,27,False,"{'10-20': -29.700000000000017, '0-10': 53.900000000000006, '20-30': -204.10000000000002}","{'10-20': 420.1, '0-10': 356.2, '20-30': 291.6}",jg,2.1062346914524737
5427,5427,209300003,4,13,16,0,"{'10-20': 0.6000000000000001, '0-10': 0.3, '20-30': 0.1}","{'10-20': -1.9500000000000002, '0-10': -0.8000000000000003, '20-30': -1.3000000000000003}",209300003,KR,1102,398,5880,"{'10-20': -50.00000000000003, '0-10': -6.300000000000011, '20-30': -161.95000000000005}","{'10-20': 351.9, '0-10': 143.5, '20-30': 326.9}",1,0,False,False,False,False,False,False,1520264104344,2057,3136047747,8.4.218.8787,8271,"{'10-20': 275.6, '0-10': 183, '20-30': 228.3}",8025,CHALLENGER,0,2055,3107,3190,3069,3067,3158,3364,0,1,BOTTOM,0,0,1,1465,19590,7392,5104,11,/v1/stats/player_history/KR/209300003,0,0,0,0,8,0,8214,823,1357,0,8243,15,0,0,8234,27,0,0,8236,48,0,0,8345,4,0,0,8304,9,3,0,8200,8300,5191,715,3195,KR,0,0,0,0,0,0,0,0,0,0,3237,0,420,0.2352941176470588,0.07692307692307693,0.1496119964546063,0.14285714285714285,0.2426300099370653,0.050324191576156765,0.18145220678482007,0.08812002555204503,0.0,0.012941425775650377,0.014666365818137062,0.04781502544148458,0.330188679245283,0.03017845780942282,0.08702827942996795,0.06591194968553457,0.5473486099187743,0.014251781472684088,0.16908951798010713,0.0034264324791246762,0.02366275601511235,0.05381026438569207,0.2685185185185185,0.4090909090909091,0.3508771929824561,DUO_SUPPORT,11,0,7,4,58990819.0,양갱뿌,70,24901,8226,8646,33154,12,0,0,442,5,0,119,119,346,0,0,58,9,5,40,False,"{'10-20': -10.749999999999972, '0-10': 29.99999999999997, '20-30': -95.75000000000006}","{'10-20': 284, '0-10': 309, '20-30': 344.9}",sup,1.0198432030915456
5428,5428,208608971,3,14,150,0,"{'10-20': 8.5, '0-10': 5.4, '20-30': 3.3}","{'10-20': 1.6, '0-10': -1.6000000000000005, '20-30': -2.8000000000000003}",208608971,KR,646,646,27662,"{'10-20': -100.30000000000001, '0-10': -188.8, '20-30': 466.20000000000005}","{'10-20': 696.5999999999999, '0-10': 322.7, '20-30': 1442.8000000000002}",6,0,False,False,False,False,False,False,1520264104344,2057,3136047747,8.4.218.8787,9356,"{'10-20': 342, '0-10': 241.10000000000002, '20-30': 213.8}",9025,GOLD,0,3071,1028,1055,3111,3194,3082,3340,0,1,TOP,264,0,1,502,17454,2639,14080,11,/v1/stats/player_history/KR/208608971,6,0,1,0,9,0,8214,1366,0,0,8224,601,0,0,8210,0,0,0,8237,761,0,0,9104,21,40,0,8014,198,0,0,8200,8000,114635,17402,18454,KR,0,0,0,0,0,0,0,0,0,0,3167,0,420,0.17647058823529413,0.4615384615384616,0.16923828301647886,0.14285714285714285,0.08314011262007287,0.04483708217305973,0.06477981246011097,0.24308972566081385,0.03508771929824561,0.2857908579833713,0.3569567803737359,0.27617479796468125,0.19811320754716985,0.16371822451143767,0.21582505474973812,0.2598894606441776,0.032044509014065914,0.21496437054631828,0.2781178270849273,0.08632306363374605,0.07118711473453967,0.2421461897356143,0.1527777777777778,0.045454545454545456,0.13157894736842105,SOLO,11,0,12,4,54350484.0,dolphin1,42,135088,20400,34091,1941,181,0,0,727,1,0,2998,358,1557,0,0,33,1,5,15,False,"{'10-20': 4.400000000000006, '0-10': -43.99999999999994, '20-30': -340.2}","{'10-20': 456.4, '0-10': 425.6, '20-30': 234.1}",top,0.6828065311795187
5429,5429,1988033,2,17,4,0,"{'10-20': 10.7, '0-10': 8.6, '20-30': 6.9}","{'10-20': 2.5999999999999996, '0-10': 0.19999999999999973, '20-30': 1.2999999999999998}",1988033,KR,3722,1975,15322,"{'10-20': -275.8, '0-10': 31.5, '20-30': 105.5}","{'10-20': 476, '0-10': 371.1, '20-30': 1073.1}",3,0,False,False,False,False,False,True,1520264104344,2057,3136047747,8.4.218.8787,14722,"{'10-20': 521.7, '0-10': 344.4, '20-30': 339.1}",13425,CHALLENGER,0,3027,3157,3135,3100,1056,3111,3340,1,3,MIDDLE,0,2,1,1165,206981,20325,15512,11,/v1/stats/player_history/KR/1988033,19,0,16,0,10,0,8021,13642,0,0,8009,2345,0,0,9105,12,50,0,8017,434,0,0,8234,21,0,0,8237,856,0,0,8000,8200,26102,2663,8096,KR,0,0,0,0,0,0,0,0,0,0,3155,0,420,0.1176470588235294,0.2307692307692308,0.2663024799667167,0.42857142857142855,0.19294468367008946,0.5317075802258552,0.4989199273405666,0.2678130557138171,0.1111111111111111,0.06507360731959662,0.054624520522655935,0.12116132894343012,0.2971698113207547,0.2911922435994546,0.2631161329228425,0.19347436630455495,0.18713266855973054,0.3574821852731592,0.17253251721499618,0.20691045205873884,0.3742294690793399,0.2751166407465008,0.1527777777777778,0.13636363636363635,0.16666666666666666,SOLO,11,0,14,4,2528997.0,overcomethelimit,63,240270,24870,25379,11335,301,0,0,451,1,0,7186,1882,1769,1,0,33,3,2,19,False,"{'10-20': 101.5, '0-10': 21.30000000000001, '20-30': -116.70000000000002}","{'10-20': 613.8, '0-10': 504.5, '20-30': 451.5}",mid,1.0719117327032521
5441,5441,209057689,17,15,2,0,"{'10-20': 0.8999999999999999, '0-10': 0.5, '20-30': 1.2}","{'10-20': 0.09999999999999992, '0-10': 0.5, '20-30': -0.9000000000000001}",209057689,KR,16943,379,23677,"{'10-20': -161.8, '0-10': -287.9000000000001, '20-30': -99.30000000000001}","{'10-20': 1043.1, '0-10': 525.9, '20-30': 953.7}",2,0,False,False,False,True,False,False,1520431067302,1840,3137762308,8.5.220.3006,11030,"{'10-20': 373.6, '0-10': 282.7, '20-30': 339.9}",10250,DIAMOND,1,3143,3060,0,3047,1401,1029,3364,0,2,JUNGLE,0,0,1,679,14281,392,11409,11,/v1/stats/player_history/KR/209057689,90,5,54,0,2,0,8124,594,0,0,8126,401,0,0,8136,12,0,0,8134,5,0,0,8243,15,0,0,8234,23,0,0,8100,8200,73817,7001,14612,KR,0,0,0,0,0,0,0,0,0,0,1387,0,420,0.26153846153846155,0.08333333333333333,0.1602568759353161,0.057142857142857134,0.14896884598508114,0.04519546937651709,0.005589459875663036,0.2098940319375966,0.481283422459893,0.23589132324368545,0.1924091683614577,0.2439602637949745,0.1568627450980392,0.13459846119810231,0.10270025885606894,0.2218575621714028,0.21979606280636446,0.04333868378812199,0.4877717391304348,0.1159272774523286,0.6671974522292994,0.15282902829028291,0.2610837438423645,0.3478260869565217,0.2272727272727273,NONE,11,0,11,4,56930858.0,Three Wishes,16,109512,11585,27513,8385,27,0,0,718,1,0,21412,4190,1491,3,0,53,8,6,25,True,"{'10-20': -96.9, '0-10': -46.80000000000001, '20-30': 117.6}","{'10-20': 418.4, '0-10': 335.6, '20-30': 553.5}",jg,1.6808651704392188
5442,5442,1280988,22,15,497,0,"{'10-20': 0.8999999999999999, '0-10': 0.2, '20-30': 0.5}","{'10-20': -0.10000000000000009, '0-10': -1.1999999999999997, '20-30': -2.05}",1280988,KR,5617,3258,24818,"{'10-20': -371.9, '0-10': 81.10000000000002, '20-30': -352.3999999999999}","{'10-20': 408.40000000000003, '0-10': 404.6, '20-30': 728.8}",4,0,False,False,True,False,False,False,1520431067302,1840,3137762308,8.5.220.3006,11066,"{'10-20': 348.1, '0-10': 216.2, '20-30': 435.9}",10050,DIAMOND,1,3069,3107,3050,3158,3504,0,3364,1,2,BOTTOM,0,2,1,1365,9548,4665,7105,11,/v1/stats/player_history/KR/1280988,0,0,0,0,3,0,8326,3,0,0,8304,9,0,0,8345,4,0,0,8347,0,0,0,8473,424,0,0,8429,67,16,12,8300,8400,9319,1764,9645,KR,0,0,0,0,0,0,0,0,0,0,3182,0,420,0.3384615384615385,0.16666666666666666,0.16077992648233974,0.057142857142857134,0.2994734532689776,0.030216815461591287,0.0665174242856328,0.13071234086393407,0.0,0.029780013293792817,0.048480184686417856,0.16103180565990485,0.2647058823529412,0.025171455962242816,0.06648700400695011,0.14251846595490758,0.2368869433012661,0.02568218298555377,0.10190217391304347,0.008732986107351301,0.17038216560509553,0.09460844608446084,0.33004926108374383,0.5217391304347826,0.3909090909090909,DUO_SUPPORT,11,0,3,14,1773786.0,모히또가서몰디브,27,20480,7500,17674,9037,16,0,0,150,6,0,1613,1070,923,0,0,67,12,5,43,True,"{'10-20': 5.699999999999989, '0-10': 28.89999999999999, '20-30': -108.70000000000002}","{'10-20': 411.70000000000005, '0-10': 261.4, '20-30': 544.7}",sup,1.002246404839297
5443,5443,2394857,8,15,498,0,"{'10-20': 8.7, '0-10': 4.8, '20-30': 5.6}","{'10-20': -0.10000000000000009, '0-10': -1.1999999999999997, '20-30': -2.05}",2394857,KR,26995,11527,12581,"{'10-20': -371.9, '0-10': 81.10000000000002, '20-30': -352.3999999999999}","{'10-20': 241.20000000000002, '0-10': 473.79999999999995, '20-30': 857.3}",5,1,False,False,True,False,False,False,1520431067302,1840,3137762308,8.5.220.3006,15384,"{'10-20': 532.8, '0-10': 310.7, '20-30': 576.1}",14385,UNRANKED,1,3046,3508,1055,3094,3031,3047,3363,2,10,BOTTOM,876,6,2,1032,5388,1940,7699,11,/v1/stats/player_history/KR/2394857,51,8,21,0,4,0,8021,2001,0,0,9101,2387,4157,0,9103,13,20,0,8014,637,0,0,8234,18,0,0,8236,28,0,0,8000,8200,185470,21126,8338,KR,0,0,0,0,0,0,0,0,0,0,2072,0,420,0.12307692307692307,0.20833333333333331,0.2235169337614599,0.2857142857142857,0.22641509433962265,0.017051550241626922,0.027662122854046654,0.14164029729928618,0.2727272727272727,0.5926922486961858,0.5806079261254329,0.13921028466483013,0.1862745098039216,0.2436051227845923,0.2126431686819616,0.1361723059058801,0.1002647513696296,0.3162118780096308,0.20855978260869565,0.03975593117562344,0.1464968152866242,0.08702337023370234,0.10344827586206896,0.043478260869565216,0.08181818181818183,DUO_CARRY,11,0,7,4,3203706.0,Tsoor,19,198202,23987,16887,3825,197,0,0,307,3,0,7343,920,849,2,0,21,1,10,9,True,"{'10-20': 5.699999999999989, '0-10': 28.89999999999999, '20-30': -108.70000000000002}","{'10-20': 415.6, '0-10': 295.7, '20-30': 575.5}",adc,1.1486147437374599
5445,5445,200621317,7,15,72,0,"{'10-20': 0.8, '0-10': 0, '20-30': 2.1}","{'10-20': -0.09999999999999992, '0-10': -0.5, '20-30': 0.9000000000000001}",200621317,KR,6384,71,39292,"{'10-20': 161.8, '0-10': 287.9000000000001, '20-30': 99.30000000000001}","{'10-20': 1204.9, '0-10': 813.8000000000001, '20-30': 1053}",7,0,False,False,False,False,False,False,1520431067302,1840,3137762308,8.5.220.3006,10600,"{'10-20': 400, '0-10': 276.4, '20-30': 325.5}",10375,CHALLENGER,0,3047,3800,3143,1401,1033,1028,3364,1,3,JUNGLE,0,2,1,485,61277,2711,16019,11,/v1/stats/player_history/KR/200621317,130,4,107,0,6,0,8124,512,0,0,8126,383,0,0,8136,9,0,0,8134,5,0,0,8234,31,0,0,8243,15,0,0,8100,8200,68372,3382,15050,KR,0,0,0,0,0,0,0,0,0,0,3205,0,420,0.1794871794871795,0.2,0.1779897236121839,0.125,0.17876889052709174,0.1600753394061144,0.05193287613501398,0.2205380252216532,0.7262569832402235,0.20440793092726794,0.07984512595320728,0.2479692880562833,0.19594594594594594,0.1515361927886178,0.07516852712719234,0.2414299425559041,0.2870195897180645,0.037323037323037316,0.3571773803769937,0.03781234396370189,0.22539588574811306,0.4199713330148113,0.13924050632911392,0.1875,0.2125,NONE,11,0,11,4,12910223.0,이 차가 식기전에,29,136617,7616,33707,8073,29,0,0,739,1,0,6967,1523,2637,0,0,22,3,4,17,False,"{'10-20': 96.9, '0-10': 46.80000000000001, '20-30': -117.6}","{'10-20': 515.3, '0-10': 382.4, '20-30': 435.9}",jg,2.1377712659113093
5448,5448,206434883,17,15,40,0,"{'10-20': 0.5, '0-10': 0.6, '20-30': 0.8}","{'10-20': 0.10000000000000009, '0-10': 1.1999999999999997, '20-30': 2.05}",206434883,KR,1431,991,13577,"{'10-20': 371.9, '0-10': -81.10000000000002, '20-30': 352.3999999999999}","{'10-20': 538.2, '0-10': 278, '20-30': 1014.4}",6,0,False,False,False,False,False,False,1520431067302,1840,3137762308,8.5.220.3006,9131,"{'10-20': 227.4, '0-10': 220, '20-30': 384.5}",8875,DIAMOND,0,3107,3158,3504,3105,3092,1033,3364,0,1,BOTTOM,0,0,1,747,24535,10942,9655,11,/v1/stats/player_history/KR/206434883,0,0,0,0,9,0,8214,953,1471,0,8226,1749,0,0,8234,23,0,0,8237,520,0,0,8304,7,3,0,8347,0,0,0,8200,8300,4893,1003,11149,KR,0,0,0,0,0,0,0,0,0,0,7,0,420,0.4358974358974359,0.17142857142857146,0.15332303455687274,0.04166666666666666,0.2753409509767785,0.06409335398810348,0.20960882724799812,0.13292306845090587,0.0,0.01462832747363134,0.023679675142243308,0.18369498953750849,0.28378378378378377,0.035676453917543954,0.1345552166918347,0.15441144870858226,0.30180964909162017,0.02445302445302445,0.09521507974867087,0.01484380088140156,0.24966701198756844,0.1199235547061634,0.3354430379746836,0.1875,0.2875,DUO_SUPPORT,11,0,14,4,38450995.0,챌린저180등 존버,42,32164,13633,21558,8489,19,0,0,197,7,0,2735,1687,753,0,0,53,3,6,23,False,"{'10-20': -5.699999999999989, '0-10': -28.89999999999999, '20-30': 108.70000000000002}","{'10-20': 332.4, '0-10': 213.9, '20-30': 722.9}",sup,0.9385937395436583
5449,5449,203609312,6,15,67,0,"{'10-20': 9.3, '0-10': 6.8, '20-30': 9.399999999999999}","{'10-20': 0.10000000000000009, '0-10': 1.1999999999999997, '20-30': 2.05}",203609312,KR,7072,810,17769,"{'10-20': 371.9, '0-10': -81.10000000000002, '20-30': 352.3999999999999}","{'10-20': 855.2, '0-10': 438.2, '20-30': 1276.5}",11,2,False,True,False,False,False,False,1520431067302,1840,3137762308,8.5.220.3006,14388,"{'10-20': 430.2, '0-10': 396.70000000000005, '20-30': 548}",15100,MASTER,0,3031,3087,3156,1055,3047,3094,3363,3,11,BOTTOM,695,5,2,567,63395,5327,15126,11,/v1/stats/player_history/KR/203609312,2,2,0,0,10,0,8021,3383,0,0,9111,933,0,0,9104,13,40,0,8014,574,0,0,8234,22,0,0,8236,28,0,0,8000,8200,124524,22429,12293,KR,0,0,0,0,0,0,0,0,0,0,23,0,420,0.15384615384615385,0.3142857142857143,0.2415958625785002,0.4583333333333333,0.2089937338739403,0.16560824031285185,0.10204589862457378,0.2082438460267636,0.0111731843575419,0.3722824137188778,0.5295228651698657,0.2025439507027169,0.0472972972972973,0.2266459763051732,0.3066157384103673,0.2020356124743937,0.1954349912895083,0.33204633204633205,0.07298211696471725,0.08907365998740854,0.4897143702826698,0.12517916865742953,0.12658227848101267,0.25,0.0875,DUO_CARRY,11,0,7,4,23962092.0,정신좀차리자진짜,7,204332,31066,28207,5497,258,0,0,151,2,0,16412,3309,786,0,0,20,4,6,7,False,"{'10-20': -5.699999999999989, '0-10': -28.89999999999999, '20-30': 108.70000000000002}","{'10-20': 483.5, '0-10': 285.4, '20-30': 614.7}",adc,0.9886601676208671
5450,5450,208770531,15,17,14,0,"{'10-20': 6.5, '0-10': 6.7, '20-30': 8.100000000000001}","{'10-20': -2.3999999999999995, '0-10': -1.2000000000000002, '20-30': 0.4000000000000008}",208770531,KR,3515,2094,46221,"{'10-20': -295.80000000000007, '0-10': -250.90000000000006, '20-30': 119.49999999999994}","{'10-20': 677.4, '0-10': 488.5, '20-30': 1400.7}",4,0,False,False,False,False,True,False,1520428805857,1810,3137755142,8.5.220.3006,12466,"{'10-20': 392.5, '0-10': 249.6, '20-30': 544.9000000000001}",11370,DIAMOND,0,1057,3109,3194,3047,3110,3076,3340,1,3,TOP,20,2,1,654,53901,5467,13834,11,/v1/stats/player_history/KR/208770531,6,0,5,0,1,0,8351,45,0,0,8304,9,3,0,8345,4,0,0,8352,534,0,0,8473,988,0,0,8430,29,0,0,8300,8400,93257,15018,10690,KR,0,0,0,0,0,0,0,0,0,0,3037,0,420,0.3191489361702128,0.2,0.19691034308460226,0.10344827586206896,0.18016528925619835,0.17092165971682707,0.1296849795995825,0.3366100540172271,0.03773584905660377,0.2693685262531557,0.3378703682872505,0.22579418722541394,0.4171779141104294,0.21473319016328388,0.2279627489331437,0.2713882397724509,0.3932124623641838,0.2682619647355164,0.6945015416238438,0.0011311743265323222,0.007997630331753556,0.18622490615309287,0.09178743961352658,0.1111111111111111,0.1388888888888889,SOLO,11,0,12,4,54724682.0,Qu4tro,68,147185,20513,25666,12015,213,0,0,2703,1,0,27,27,1141,0,0,19,3,4,15,True,"{'10-20': 39.60000000000005, '0-10': 22.30000000000004, '20-30': 219.09999999999997}","{'10-20': 532.6, '0-10': 492.6, '20-30': 687.0999999999999}",top,1.0573597624676119
5451,5451,5046059,15,14,412,0,"{'10-20': 2.4000000000000004, '0-10': 1.6, '20-30': 1.8}","{'10-20': -0.2999999999999998, '0-10': -0.8999999999999999, '20-30': -0.5499999999999996}",5046059,KR,726,726,10086,"{'10-20': -93.34999999999997, '0-10': -61, '20-30': -412.55000000000007}","{'10-20': 358, '0-10': 334.9, '20-30': 556.5}",3,0,False,False,True,False,True,False,1520428805857,1810,3137755142,8.5.220.3006,9162,"{'10-20': 240.5, '0-10': 249.9, '20-30': 366}",8050,MASTER,0,3401,0,3190,3107,3117,0,3364,1,3,BOTTOM,0,2,1,702,17029,5499,5971,11,/v1/stats/player_history/KR/5046059,0,0,0,0,2,0,8439,293,0,0,8473,475,0,0,8430,14,0,0,8242,9,0,0,8234,11,0,0,8232,3,20,0,8400,8200,7408,1235,6133,KR,0,0,0,0,0,0,0,0,0,0,985,0,420,0.3191489361702128,0.15,0.14472104631326216,0.10344827586206896,0.1933884297520661,0.0539994609249893,0.13044406490179333,0.14528687527373596,0.0,0.021397664974032803,0.0277846520731625,0.12954123014531935,0.22085889570552147,0.03669948295381599,0.08282583570412518,0.13210958730293,0.0349194920801152,0.07304785894206549,0.0328879753340185,0.03008085801667435,0.2126777251184834,0.06365268483760404,0.3719806763285024,0.4074074074074074,0.4074074074074074,DUO_SUPPORT,11,0,14,4,7160212.0,별미 누룽지,36,25155,7453,12494,1067,58,0,0,128,4,0,718,718,390,0,0,77,11,13,44,True,"{'10-20': -128.24999999999997, '0-10': -0.7000000000000028, '20-30': 161.95000000000005}","{'10-20': 290.8, '0-10': 250, '20-30': 612.3}",sup,0.9574967839055208
